authorDisplayName,textDisplay,likeCount,publishedAt
@SoCalPeteyPablo,00:21 looking at the digital eyes is so uncanny.,0,2026-04-02T07:41:41Z
@j0nnyism,I think I’d rather spend the money on a new MacBook pro,0,2026-04-01T16:28:34Z
@emiliahane,31:07 it’s so tiring that the passing criteria for products is “it should work for white skin”. feels ancient. companies are losing money by the hour because of this bad product-market fit.,0,2026-03-28T02:05:56Z
@lyessii,2 ans deja,0,2026-03-26T11:42:58Z
@cuteduckdontlie4636,Boring video 🥱 it starts around 08:00 👍,0,2026-03-25T11:32:06Z
@trexinvert,Industry plant.,0,2026-03-19T04:21:09Z
@profootballer574,is apple racist🤣 @30:44,0,2026-03-18T21:04:53Z
@Firecat3752,"Well it’s a gen 1 product
Obviously it’s not gonna be great",0,2026-03-17T02:36:15Z
@ootje7076,"In the meanwhile you have better avatars and you can look in the palm for the apps and turn to open the control panel. So it is, as expected, better than at the time of this video. You can also use all fingers to type and YouTube is finally available. The worst is that it’s still not supported in the Netherlands…..",0,2026-03-10T19:02:41Z
@TALKCalgary-2,"Even Apple fanboys must realize you can get a far better immersive movie watching experience for fraction of the price. Also, what if you wear eye glasses?",0,2026-03-06T04:08:32Z
@catonmahkeybord5967,so it does nothing???,0,2026-03-02T12:05:15Z
@andyericson3861,I've been saving for the Vision Pro ... I have the Quest 3 that I use as a large portable laptop screen for work and also entertainment. Vision Pro is going to be a huge step up. Hint: buy a 3rd party headset. way better than what comes with these headsets,0,2026-02-27T22:36:57Z
@a.s945,Next add on is icrotch,0,2026-02-13T19:19:50Z
@SenegalSunflower,"Peak is when this kind of technology can be somehow implanted or merged with your mind, so that you can effectively 'live' within a simulated world. What if this is already happening?",0,2026-02-09T11:08:41Z
@bernardovelosa,This being a two year old video caught me off guard…how has it been two years 🥺,0,2026-02-07T23:52:00Z
@elrello,Weird,0,2026-02-04T15:41:53Z
@Obliq-t7s,Looks like you are about to go skiing,1,2026-02-03T16:32:50Z
@SanDiegoNick,What are these for what do they do,0,2026-01-31T00:33:43Z
@laurenterry1711,"All those times in school they told us not to look down at the keyboard, wasted.",0,2026-01-30T05:28:16Z
@laurenterry1711,"VR on the moon is the 2020s equivalent of 90s “the internet” and I’m here for it.
Seeing a full scale formula one car in your living room is the 2020s equivalent of the lighter app in 2008, and again, here for it.",0,2026-01-30T05:25:55Z
@asc8048,"People hate on Apple for making the same thing every year, and then they make something new. Then people just cry about it being weird. Obviously nobody is going to wear this in public, they know that. It’s just an interesting new thing",0,2026-01-28T01:35:43Z
@TeddyBoy7796,No Netflix or YouTube????? That’s me 100% out then.,0,2026-01-26T15:50:00Z
@judevictorious2564,"So if I'm traveling this thing. I want to turn it off and put it in my backpack. I have to actually unplug it. And then all the dust bunnies crawl into it. And then I have to maintain it by sending it in to have it cleaned out. It has buttons. You hold one down, it turns off Apple. Where you at on this?3500 for a durty ear plug,,,",0,2026-01-25T18:13:24Z
@safgs7753,32:48 what happens if you smoke? Or put anything in your mouth for that matter 😂,0,2026-01-25T01:33:53Z
@rooneye,I can read my texts from iphone with the headset on though this is the new Vision Pro 2,0,2026-01-24T17:52:07Z
@NoxAeterna03,Apple should’ve given us Evokers to unlock our personas☹️,0,2026-01-21T02:30:15Z
@t.c.tastersroll1production956,So meta quest 3-3s does this but for half the cost,0,2026-01-18T23:23:39Z
@DaveFromBrooklyn,"Terrible. It’s way too heavy and screen visuals are akin to 2009’s Avatar. I’m not $500 META equivalent, much less Apple’s $3+K price tag",0,2026-01-17T16:42:28Z
@eliedelorme9945,"Je viens de faire une démo à l’Apple store et croyez moi c’est une dinguerie c’est la meilleure inovation technologique depuis l’apparition du premier smartphone ! C’est le cinéma à domicile, l’immersion est incroyable vous êtes au milieu du paysage en haut de la montagne au dessus des nuages et tout autour les rochers, vous êtes sur scène avec les musiciens que vous pouvez toucher, vous êtes sur au bord de la piste d’un Grand Prix moto et aussi avec le pilote en train de se préparer dans la même pièce, vraiment impressionnant, vous restez en liaison avec les votres qui sont dans la pièce il suffit de regarder dans leur direction pour qu’il apparaissent progressivement en surimpression sur ce que vous regardez, hallucinant. Vision pro est un produit révolutionnaire qui supprime tout contact avec un écran tactile ou le clavier de l’ordinateur que vous pilotez avec votre regard et le bout des doigts…définitivement la grande inovation de ce deuxième quart du 21eme siècle.",0,2026-01-11T15:19:44Z
@Gokuothabrotha,P.0.R.M. will be on point!,1,2025-12-25T15:25:30Z
@sherifazidin154,I don’t think squinted eye like me will benefit from this shit,0,2025-12-22T14:33:11Z
@i_make_beats,"""i've been in 2026 for a few weeks now, and here are my first impressions before they release it to the public""",1,2025-12-14T14:52:32Z
@CrazyCobraCC,I’m kind of shocked that this became your second most viewed video. Congratulations nonetheless,0,2025-12-09T17:38:04Z
@truth4fun,1 year later ive never seen someone go out in one of those. Also the OS looks the same as Meta.,0,2025-12-09T03:31:49Z
@laser1330,Great video. Straight to the facts and love your opinion on the side.,0,2025-12-08T19:40:27Z
@RandomButBeautiful,"""capture complete"". Trying not to read too much into that. Failing a little..",0,2025-12-04T21:30:39Z
@mememaster2-y1r,quest pro,0,2025-11-29T11:03:11Z
@RandiwDissanayake,Woww,0,2025-11-25T08:10:24Z
@hapkrs,To much tracking.,0,2025-11-22T15:39:35Z
@Garrettstudios9,Meta quest 3s does all this but has apps and environments,0,2025-11-22T02:00:52Z
@DagmaraSielska,My Christmas wish list is this,0,2025-11-20T23:32:34Z
@AdasAlpha,This deserves more love.,0,2025-11-13T22:44:09Z
@jonnevitu,"This one guy named gemaplys literally went iron man mode and coded something like this just to mess around with his Twitch chat, he is brazilian tho, sorry english only ppl


Edit: holy sheet even the thing that makes your monitor screen appears on the 3d space lmao",0,2025-11-11T18:24:30Z
@itsmewd,"Such a robust review. Thanks.

Definately subscribing for more!",0,2025-11-07T12:46:38Z
@rogerscane,"I'm still using meta quest 3 , and it's still lit for me",0,2025-10-31T23:01:01Z
@Lyseptic,the battery cord is removable with a sim card tray tool,0,2025-10-28T23:16:17Z
@andrecoakley,I found MKBHD from FLOSSY CARTER giving MKBHD his props in the TECH GAME💯💥🤟🏿👉🏿🤙🏿👌🏿👍🏿👊🏿✊🏿🙌🏿🙏🏿💪🏿✌🏿,0,2025-10-25T13:52:27Z
@dianefornshell8612,Sounds like it’s not worth buying. I was looking at buying one.,0,2025-10-23T16:19:23Z
@johnzidor,Here from the latest update lol,1,2025-10-21T22:47:00Z
@montrelljackson96,"Tony Stark Tech at its best, Man it’s good to be back",0,2025-10-18T22:44:16Z
@KevinMorrow-d3c,Expensive Gimmick NEXT,0,2025-10-16T17:11:13Z
@billybarnes-d4t,I love the melody.,0,2025-10-15T19:40:34Z
@RichardGonzalez-t5c,Music at its finest.,0,2025-10-15T17:06:40Z
@xHom4yoon7,Nice,0,2025-10-14T11:13:53Z
@hussamezzat,Very good product but very expensive and uncomfortable for the eyes and head,0,2025-10-14T02:38:52Z
@user-k3w7s,Music at its finest.,0,2025-10-09T13:58:36Z
@BSVR9431,We need a Filthy Frank rewieve of the vision pro,1,2025-10-09T11:11:33Z
@nicko9862,"Video was cool, but it concluded with it's a stupid waste of money.",0,2025-10-09T06:30:17Z
@EdwardSamantha-d6m,Great rhythm and beat!,0,2025-10-05T07:49:15Z
@BenBen-h9t,The lyrics are so touching.,0,2025-10-03T23:46:26Z
@RajGamer-wn5nz,This channel is criminally underrated.,0,2025-10-02T14:18:19Z
@LeshanTorome,(no offense) Everyone be loving these type of stuff until you can't tell what is real or fake.,0,2025-09-26T10:32:11Z
@thangvu4972,It very good but very expensive. I’m sure that I could buy it when I win the lottery.😢 very good review,0,2025-09-20T19:45:45Z
@BillDunn-h9z,Upside blue pill downside red pill😂,0,2025-09-20T02:27:22Z
@KingRobertIofScots,"The Quest 3 does most of this just as well, if not better, except resolution. For 1/6 the price of this….. and it has YT.",0,2025-09-16T23:39:56Z
@HenryTaylor-c2w,woww,0,2025-09-16T01:19:26Z
@unitedinlight,Bill gates is late again,0,2025-09-13T17:49:22Z
@Mootje1124,"You talk to much man, just show us the product",0,2025-09-01T10:40:11Z
@ranjeetrajbhar6972,Add 308 million,0,2025-08-31T04:13:21Z
@MrKkramme,Great video and product! Thanks 🙏,0,2025-08-23T22:24:33Z
@clgrant48,"Good day all
My son is visually impaired and he went to Apple Store and tried the goggles and they helped his vision a lot. Do you guys think this is a good idea and has anyone tried them for this purpose.",0,2025-08-17T00:34:04Z
@Fanawatch,"Hey Jono, I sent you a business proposal. Have a great one. Nico",0,2025-08-14T18:48:31Z
@ArchangelExile,"I guess it's a good thing that I'm balding, can't afford a necklace, and don't wear makeup.  😐",1,2025-08-08T19:11:46Z
@vazzaroth,"Gotta say... if someone thinks editing a video of yourself is weird, that's a skill issue on their part 10000% lol. Like how do you THINK 95% of the content you watch gets made???? I know it's probably olds but still, most of them under 75 are at least watching some shorts or something.",0,2025-08-07T16:14:34Z
@vazzaroth,"I feel like I would be about 1000% more interested in these types of things if they JUST had an OPTIONAL, if they must, little tiny finger-ring style controller with a SINGLE button, at least! I'd MUCH MUCH MUCH rather click a little fidget-spinner like click rather than feel like a tool clacking my fingers together. I did this in VR w/ the Oculus and it was OK but felt bad in every way. However, design wise you get SO much more space just adding binary yes-no checking, which is what the tapping together does. Like it feels somewhat crampy, seems strange to do with interoception, looks odd from the outside which, even if no one is around, takes me out of the experience. Doing a button is something we ALL have accepted as normal hardware usage and does not take me out of anything at all after decades of game controller use. Plus you can rest your hands easier. 

They have these tiny, 1inch x 1inch tiktok scrollers with like a D-pad and 2-5 buttons on it. THAT is what I want. THEN I might consider AR.",0,2025-08-07T16:10:32Z
@carmenmullen-ry7ms,You look like an ad,0,2025-08-06T13:38:33Z
@jaym5938,"Apple always creates the same problems: wealthier types are the ones affording these gimmicks; and, being less likely to exploit them as others, the tech is wasted and remains gimmicky. The Touchbar is a good example. Apple claims nobody used it. Not true - it was implemented wrong and not used by people who actually use the tech for real/professional purposes...so the feedback was predictable.",0,2025-08-03T01:52:41Z
@MrKeydeveiousi,Your persona looks like my brother had a baby with a sims character,0,2025-07-29T23:42:32Z
@frankpeter6851,I dont like how advancements in tech get pre selected for comerce. The internet seems to have made the people ever more dangerously suggestible.,0,2025-07-26T01:47:31Z
@lindawinfield1524,Absolutely awesome video!!!  Thanks for taking the time to make this very informative video!,0,2025-07-24T14:49:39Z
@iEatTransphobsAlt,"I’m considering buying a Vision Pro, but I must know, is it compatible with the Magic Mouse and Magic Keyboard???",0,2025-07-23T23:57:23Z
@iEatTransphobsAlt,The eye tracking works on iPhone it’s actually the same exact type of test,0,2025-07-23T23:34:44Z
@Diamondwastakenwastaken,Apple should add share screen where you see the same thing on a different apple vis pro,1,2025-07-22T20:20:14Z
@Ucheyyy,Who's here in july 2025?,0,2025-07-20T20:31:20Z
@shoaib1743,So the blacks have money now?,0,2025-07-18T11:30:00Z
@Stefan_Junior,6:24  can you make chain of baterys?,0,2025-07-16T19:43:02Z
@Hydro-Ponik,"It's only overpriced by $1500... And it didn't sell. Thus no real software out there for it. It does have all the cameras, sensors, tracking etc...",0,2025-07-16T16:30:33Z
@RoyalInfluence-o9k,Check bro’s Thumbnail😂 0:12,3,2025-07-15T07:13:37Z
@bishopdancy2230,"Sounds like they put a ton of effort and money into absolutely incredible technology, but completely forgot to give it things to do. Like a super expensive sports car without wheels.",0,2025-07-13T11:34:59Z
@bishopdancy2230,Why are there ads every 60 seconds of this video? I've never seen a YouTube video with this many ads.,0,2025-07-13T11:24:40Z
@blamezilla,Don't let this distract you from the concept of paying at least $3500 for a 600 gram eyewear.,0,2025-07-12T09:18:04Z
@Eddieclark901,He called you Martez not Marquez,0,2025-07-09T06:34:54Z
@semasiologistics,"Will definitely not be getting the Vision 2. Can't imagine getting much of anything from Apple that isn't Pro. They definitely have a lot of work cut out for them though and will hopefully bring back the Pro. Once they do, a V2 or V3 and I'm on board. Good luck to them, for now it's just not worth the 3500 and is far, far too restricted (imagine only having what an IPad can do for you in terms of its desktop apps and just the entire environment. Sorry, not even close). Also, they'll need to get augmented reality going. I imagine we'll have brain-to-brain interfaces by V3 or V4 Pro, but obviously that's still really speculative. Any rate, actual AR will have to be part of the package at those prices. And a far, far better OS, where you can type, read, etc. Battery will also have to change. I guess some guy in the UK just built a batter even smaller than this that is made out of diamond and lasts some 7k years. At any rate, thanks for the review! Nice job, and it does look cool for sure. thanks to all the first gen buyers (investors) for making the product viable for a V2 at least. Really hope they figure out how to bring back a 3K or 4K Pro.",0,2025-07-08T18:46:12Z
@MrSwisscheesy,Man that’s pretty amazing. Thanks for the work you put it on this.,0,2025-07-04T23:12:07Z
@MrKhurramshahzaeb,What the hell has happened to our society. Were we not antisocial already ?,1,2025-07-02T16:04:59Z
@AhmedSafina-i8f,The way you explained this is SO clear. Thank you,1,2025-06-27T07:31:30Z
@Luke-q2c4g,Can the valve knuckles work with this headset?,0,2025-06-27T00:38:50Z
@cedarknowsball,Excited to try this out,0,2025-06-23T04:09:33Z
@lumalilies,when someone's talking to you while you're in the immersive environment the clouds should part to reveal their face with like god rays coming out of it,0,2025-06-20T06:21:26Z
@joosthouben1,love it !,2,2025-06-14T19:06:39Z
@mathiasklein8143,does anyone else think of megaman starforce with these?,0,2025-06-14T18:30:11Z
@ntshvicky-ai,I used apple one but really i will tell you real feeling of ar vr is meta.. meta oculus 3 has mixed reality.. its better tha apple,0,2025-06-06T18:54:28Z
@TQQQ333,That is wonderful thank you for your help.,0,2025-06-06T04:37:26Z
@seekinghighs,Wow this is your second most viewed video on your channel.,0,2025-06-05T16:05:54Z
@HalvBanan,Looks like a nightmare,0,2025-05-29T14:15:23Z
@Martino.leon.8,Give it to me 😻🫰❤️‍🔥,0,2025-05-24T22:21:10Z
@marmaje69,"Can i edit my persona? Make my own eyes or something like that?

I think using your roblox avatar or other video game character. Or in general using an avatar for your persona, would be a lot cooler.",0,2025-05-21T14:56:17Z
@marmaje69,How well would this work with modeling programs like blender?,0,2025-05-21T14:34:26Z
@joshuatexas,I never see anyone wearing them. Can you update?,0,2025-05-16T09:19:44Z
@Truth-op3be,If the pic on this topic were the other way around we would still complain about it 😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫,0,2025-05-14T15:38:17Z
@gryspnikngrysp2821,"Amazing technology....useless for humanity..Even useless for the company as despite the fanfare, it's so useless to people that it'll fail like all other VR sets have failed before. Nobody wants to isolate themselves from reality, no matter how hard bigtech are trying...",0,2025-05-05T06:37:20Z
@orglogic,Nice job,0,2025-05-04T02:27:08Z
@RakeGareth,15:03 wdym by that,0,2025-05-03T18:36:42Z
@Djkimik-1,Duroooo❤,0,2025-04-29T03:29:20Z
@aaryanvipin2412,Incredible.,0,2025-04-28T16:33:23Z
@nunu4692,how to sell apple vr😂the passthough is its best feat though imho,0,2025-04-27T04:25:08Z
@yoo_87,at the end it makes you look like a bee 37:11,0,2025-04-24T13:39:50Z
@Miss_Bunn,"Of top, those look way better than the meta ones...",0,2025-04-24T02:41:20Z
@Monsterosity,I barley like the quest and that shi does everything,0,2025-04-22T09:52:24Z
@Monsterosity,I'll never buy that bs,0,2025-04-22T09:52:09Z
@davidjohnson3601,I made a dumb iPad no social media no texting no emails only movie TV downloads podcast movie TV downloads and YouTube,0,2025-04-21T21:26:29Z
@williamhardes8081,not bad that you can buy current tech which was still science fiction just 50 years ago.,0,2025-04-21T17:45:08Z
@PeacefulPêche,No one is talking about the thing on his T-shirt??,0,2025-04-19T10:27:30Z
@johnsmith539,"Targeted adds based on what the cameras see in hour house, or conversations caputed by the mics.",0,2025-04-18T10:39:15Z
@Mhadyourfriend,Something more consumer friendly like Xreal One ?,0,2025-04-12T07:03:32Z
@donjay199,How did you video this making this video. With the vision pro,0,2025-04-12T03:44:21Z
@hunterm4188,Omgggg it’s Coco Chan,0,2025-04-06T13:20:50Z
@AlexanderSørensen-y4f,Thaths Lie Watch,0,2025-04-06T05:33:48Z
@olesgamingkanal343,Wonder when the Air version is coming,0,2025-04-05T18:03:34Z
@R4YLYNN,Will I ever buy this? No did I enjoy the video YEAH 😂,1,2025-04-05T15:54:44Z
@vikashkumar-d9o4q,nice,0,2025-03-24T08:49:57Z
@shiv.mangra3594,Maybe live immersion concerts which would give the user a feeling of being onstage with the performers?,0,2025-03-19T14:05:08Z
@TrumpetTv216,Its also ai vr right,0,2025-03-17T03:13:03Z
@yakonyakojennings8056,All these vr  stuff is just not ready to buy yet  unless u just like wasting money I would say if you are a work from home computer worker this would be good for you,0,2025-03-17T01:38:11Z
@drixstoriesanimatedDSA,The vision pro is a good idea but possibly not the best to the world,0,2025-03-15T20:46:19Z
@TeufelHund,"iOS 19 is supposed to be incorporating Vision Pro UI.  How will that work out for the phone, tablet and macbook?  Will you finally be able to navigate ""back"" either in an app or links like in Android from right to left for one handed right handed use?",0,2025-03-15T20:07:07Z
@bobursultonov4175,👎👎👎👎,0,2025-03-15T04:49:15Z
@lottji,"15:05 better question: what can you do with this thing that you can’t do with your phone, tv or laptop",4,2025-03-06T23:57:34Z
@jomaari,I love mine.,0,2025-03-05T04:58:01Z
@Europeantransitbro12.5,Actually there is youtube,0,2025-03-04T00:33:51Z
@madx3638,You don't need to tell me that I'm broke 32:52,1,2025-03-01T22:42:40Z
@LogansCollective,"Before I die, the technology out will be so cool. To be able to watch a movie or do work at a coffee shop in Portugal, or walk the streets of Tokyo. I am all for the Matrix lol",0,2025-03-01T04:56:04Z
@Beebeepeppercorn,I wonder what would happen if someone had cross eyes.,0,2025-03-01T02:29:17Z
@BakiGulo,Siuuuuuuuuuuuuuuuuuuuuuuuuuuu,0,2025-02-28T08:50:28Z
@hamodhossain4261,"I'm sorry .. but a VR that costs 4000 dollars , yet it's almost has no games in it , sounds like a bad idea & a huge deal breaker for me .. a VR with no games , is more like an unreal joke to me , it sounds too bad to be true .. so , unless they create a special library of VR games for it , this VR is totally useless",1,2025-02-21T09:01:43Z
@dusanguran9353,They’re too heavy other than that good,0,2025-02-16T06:53:43Z
@brandonfouts4074,"I am a realistic human and I subscribed, not a bot",0,2025-02-12T19:52:05Z
@bikepimp72,"Great video.. 
Have you Tried editing pictures in Lightroom classic in the glasses.. Do the images look as sharp as a 5k screen or better.. 
Can you make it seem like your editing on a huge theater screen?",0,2025-02-03T05:23:46Z
@FinesseHermes,"I would love an update on everyone who has owned an Apple Vision Pro, to see what they’ve been using it for!",0,2025-02-02T21:20:22Z
@UZRome,I agree 37:08,1,2025-02-02T01:36:21Z
@UZRome,Like if apple won this round—————————————> 32:22,0,2025-02-02T01:34:46Z
@UZRome,Apple wins this round ———> 25:57,0,2025-02-02T01:32:34Z
@UZRome,Apple won last round 22:03,0,2025-02-02T01:29:16Z
@UZRome,You can on quest 20:38 20:39,0,2025-02-02T01:27:45Z
@UZRome,Apple wins this round———> 14:27,1,2025-02-02T01:21:02Z
@UZRome,Like 9:55 if this round is a draw?———————————->,0,2025-02-02T01:16:11Z
@UZRome,Like if this round goes to quest 3 ————————>,0,2025-02-02T01:14:35Z
@UZRome,Like if you think this round goes to apple? —————->,0,2025-02-02T01:12:43Z
@HamzaWaheed-z4x,V24 P10,0,2025-01-31T14:23:18Z
@n1njaman1235,"Fun fact: This costs the same as 191 copies of Protegent Complete Security!

Things You Could Buy Instead:

• A decent used car

• An actual VR setup + gaming PC

• Multiple professional fursuits

• A semester of college (maybe)",0,2025-01-26T14:43:42Z
@tomalba7,The thing I am enjoying most about the metaquest is the meta horizons world which is like a virtual world to go visit and meet real people virtually does Apple have that kind of structure I'm not really interested in spatial computing just for the sake of it thinking if I want to try the Apple pro just to try it to meet different people in different worlds but it doesn't look like that exists,0,2025-01-19T22:55:18Z
@Samyar008X,"What I find disappointing is that when we buy a VR or AR headset, we expect it to either take us into a virtual world or bring the virtual world into our reality. However, this headset offers more of a 2D user experience, placing a screen in front of our eyes rather than fully immersing us in the virtual space",0,2025-01-19T14:23:10Z
@RodneySialanaHumh,☺️☺️☺️,0,2025-01-16T10:19:17Z
@SimplyZakkai,Like bro this the closest thing to Tony Stark we have ? He was throwing images around like a Monkey 🐒 throwing poo 💩,0,2025-01-13T21:17:04Z
@AzumiRM,That piece of junk quickly got cancelled. Apple should have refunded the gullible people who bought one.,0,2025-01-09T15:26:04Z
@ashishm5681,I will be waiting for pro max,0,2025-01-09T02:58:41Z
@brennansmith5883,Me watching this on a meta quest with $2000 in my pocket,0,2025-01-09T01:34:27Z
@dristinbennett3343,But meta has meta games!,1,2025-01-05T20:44:38Z
@gabrielvilanova5575,16:30,0,2025-01-03T05:22:39Z
@mycitychannelstoken8221,Check out the real metaverse at channels,0,2025-01-02T13:34:03Z
@bizzythebrokerbreaker8156,You explain things SUPER WELL!!!!!,1,2024-12-27T21:33:28Z
@Emet.V,22:37 Essentially you are using 2 computers at once that work together. Which was a big draw for me personally to consider this thing.,2,2024-12-27T00:41:30Z
@Emet.V,18:53 I would describe as just the beginning or early public RND with consumers.,0,2024-12-27T00:36:08Z
@Emet.V,"18:31 yo😮, I would need to buy new jeans and a turtleneck, that’s sick!!",0,2024-12-27T00:33:23Z
@Emet.V,17:27 You are honestly underselling the actual experience.,0,2024-12-27T00:30:20Z
@Emet.V,"17:07 yo after trying the demo, I never really  knew  I didn’t want Alicia Keys in my face. 😂 Its so jarring personally, I ended up looking away into the control room🤣",0,2024-12-27T00:27:56Z
@Emet.V,"11:30 i ware glasses, in the demo they had gotten my prescription. When I first put it on it was like I could see with glasses for the first time in years. Think about it almost makes me want to cry.😭 I have never felt so immersed. I used a VR headset once,  I had use it without  my glasses. It was blurry and I felt so disoriented. I never wanted to do that again. With these it’s so much better for me personally. It’s more like a bridge between AR and VR",1,2024-12-27T00:18:27Z
@Emet.V,"10:46 it really is spatial computing. If they could make it smaller optimize the weight, design  a brand new M Vision chip dedicated CPU,GPU cores , and memory embedded in the glass would be amazing. Instead of the bulky some what cumbersome.",0,2024-12-26T23:41:37Z
@Emet.V,"I schedule a demo of this. It was amazing, you have to experience it in person. It is very intuitive, it afterwards it made me realize how much of my eyes I really use. Because of the way you navigate with your eyes using it. I started have more situational awareness. It was very interesting.",0,2024-12-26T23:28:04Z
@MaisieSqueak,"Fantastic summary of its pros and cons.
I took the demo and was VERY impressed... But also dismayed at the usual Apple walled garden approach.
I would down 3500 on this in a heartbeat if I thought it was entirely free and open to things like Steam VR.",0,2024-12-21T15:53:08Z
@Merlin63,Guess we will never know now It’s been scrapped by Apple One for the memory archives!,0,2024-12-19T08:22:15Z
@thatlastborn,"Can you install apps on the Vision Pro? Or they’re the iPad/iphone apps that show?
If you can install apps, what’s the storage capacity?",0,2024-12-18T02:22:58Z
@skorpianking73,Can you drive with this on?,2,2024-12-17T06:53:21Z
@vinniepOLD,top tier gooning device,1,2024-12-15T09:03:10Z
@spiatv4yt9,we waiting the samsung version of this one,0,2024-12-12T20:40:05Z
@mashy712,5:21 you can go to settings and go to “shut down”.  Also you can press and hold both crown and other button to shut it down.,0,2024-12-12T19:28:06Z
@mukundgirgaonkar2072,If it's a url you can actually say out loud 😂,0,2024-12-08T18:34:29Z
@kurewasensei463,Cant buy this product. I only have 62$ in my savings account 😢,0,2024-12-08T08:23:13Z
@comatose3788,This didn't age well. 🤣🤣,0,2024-12-04T22:25:47Z
@PreciousAmarachi-b6h,Good,1,2024-11-27T16:41:55Z
@vsoriginalpoetry6696,killer app? first person viewing every concert you couldn't get front row seats with.,0,2024-11-23T04:45:32Z
@wolfrobots118,it behooves me how you get so many view when your videos are so boring,1,2024-11-22T21:33:44Z
@Carla-hq6yp,Nice review 😎,0,2024-11-22T20:48:22Z
@NoName-jv8ek,I would love to play my Xbox on it.,0,2024-11-21T20:26:26Z
@robertb.7772,Aaaand it's gone.,0,2024-11-20T20:26:41Z
@sergestar4536,Drowning in apples,0,2024-11-18T01:56:22Z
@clarensdesir8545,"WoW that""s amazing. I want one, but the way my bank account is set up..",0,2024-11-17T16:57:19Z
@LinkoNGUS,As someone who has a quest 2 I see the good and the bad,0,2024-11-15T12:08:09Z
@WiseMarketingWays,This is the first time seeing this and would not have been interested but the details and uses shown here has given me an appreciation for the Apple Vision Pro.,0,2024-11-15T03:00:18Z
@Rockysbeats,is there not a nice small comfortable headset that hooks to a pc with a single wire for unlimited usage just for chilling and watching movies and regular gaming (not VR) on big screens you can move around without all the standalone stuff and Massive batteries and big hand controllers,0,2024-11-12T06:41:03Z
@rupamsikder8929,Scooty,0,2024-11-11T17:19:46Z
@ivykpodoe,😂😂😂,1,2024-11-10T13:32:13Z
@Makroman1,"Me realising that the apple vision pro was released 9 months ago...

Damn😅",0,2024-11-10T12:52:48Z
@Makroman1,My broke ass watching this video like im interested,4,2024-11-10T12:49:40Z
@ABT_edit,Not to flex but I have an Apple Vision Pro,1,2024-11-10T00:30:08Z
@adobenumpty,I’ve got GAS.,0,2024-11-09T06:04:04Z
@godschild5710,So you can't play games or how do you play games,0,2024-11-07T15:07:49Z
@awjoyjess,just lmk whn i can hook up a gaming controller to it and at least play steam games with it,0,2024-11-06T20:29:36Z
@omaribeard9642,I don't want this cuz it has lots of facetimes for your persona,0,2024-10-28T03:22:59Z
@cjholman8410,Hi! I’m not sure if you have a giveaway for this product but if so I’d like to sign up. I have sickle cell disease and I have been hospitalized a lot this year. This seems like a cool thing that could distract me from my pain by having this while in the hospital.,0,2024-10-27T07:57:20Z
